Fecha valor,Fecha de operación,Importe,Moneda,Concepto,Entidad,Nombre de producto,Tipo de producto,Tipo de movimiento,Categoría,Nota
5/10/21,,"-1,00",EUR,Atpseitt alcala->meco,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Parking y peaje,
5/10/21,,"-0,60",EUR,Atpseitt alcobenda->alco,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Parking y peaje,
5/10/21,5/10/21,"-127,28",EUR,Universidad de al - universidad de al,ImaginBank,Antes cta .....2594,Cuenta,Gasto,Estudios,Q2818018j
4/10/21,4/10/21,"-34,33",EUR,"Recibo banco cooperativo espanol, s.a.",Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Óptica y dentista,Recibo de pr stamo 2038754855 periodo: 01-09-2021 al 01-10-2021.para mayor informaci n consulte a la entidad emisora del recibo.
4/10/21,4/10/21,"-5.000,00",EUR,Traspaso interno emitido,Ing Direct,Cuenta NÓMINA Cotitular Claudia - Compra Casa,Cuenta,No computable,Traspasos y transferencias,Pagos casa
4/10/21,4/10/21,"653,74",EUR,Transferencia recibida de aerovias del continente americano sa avianca sucursal en espana,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Transportes,
4/10/21,4/10/21,"5.000,00",EUR,Traspaso interno recibido,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Traspasos y transferencias,Pagos casa
4/10/21,4/10/21,"-25,00",EUR,Transferencia emitida a sandra martin natalia octubre,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Deporte,Natalia octubre
4/10/21,,"-9,10",EUR,Avda union europea,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Autorizacion
4/10/21,,"-29,95",EUR,Fcia. garcia alonso,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Farmacia,Autorizacion
4/10/21,,"-59,99",EUR,Cortefiel,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Ropa,Autorizacion
4/10/21,,"-29,99",EUR,Cortefiel,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Ropa,Autorizacion
4/10/21,,"-51,62",EUR,Panaderia artesana 5 sent,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Regalos,
4/10/21,,"-16,00",EUR,Renfe cercanias tna 28 1,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Transportes,
3/10/21,3/10/21,"-136,44",EUR,Cargo cuota de préstamo,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Préstamos,Cargo cuota préstamo 7715027306/15
3/10/21,3/10/21,"-90,23",EUR,Cargo cuota de préstamo,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Préstamos,Cargo cuota préstamo 7712284698/29
3/10/21,,"-46,51",EUR,Estacion servicio meco,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Gasolina,
3/10/21,,"-222,31",EUR,American0012302555080,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Transportes,
2/10/21,,"-177,00",EUR,La fogata,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Restaurante,
2/10/21,,"-109,63",EUR,Avda union europea,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Supermercado,
1/10/21,1/10/21,"-26,25",EUR,Seguros adeslas madrid,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Seguro salud,022901 037071749740000 01 p eur 02320137071749740000caix0573931153010000078880000
1/10/21,1/10/21,"-10,00",EUR,Adeudo recibo parroquia ntra. sra. del transito,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Solidaridad,022901 037071212340000 01 p eur 02320137071212340000bsch0576517228010000049810000
1/10/21,1/10/21,"0,03",EUR,Intereses a su favor,Ing Direct,Cuenta NARANJA,Cuenta,Ingreso,Rendimientos,
1/10/21,1/10/21,"0,01",EUR,Abono promoción cta. impuestos cero,Ing Direct,Imprevistos,Cuenta,Ingreso,Devolución impuestos,Abono promoción devolución hacienda
1/10/21,1/10/21,"0,04",EUR,Intereses a su favor,Ing Direct,Imprevistos,Cuenta,Ingreso,Rendimientos,
1/10/21,1/10/21,"-77,89",EUR,Recibo servicios financieros carrefour efc sa,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Electrónica,Financie-octubre
1/10/21,1/10/21,"-9,24",EUR,Recibo telefonica moviles espana,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Móvil,Factura tuenti
1/10/21,1/10/21,"-6,15",EUR,Recibo telefonica moviles espana,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Móvil,Factura tuenti
1/10/21,1/10/21,"-7,15",EUR,Recibo telefonica moviles espana,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Móvil,Factura tuenti
1/10/21,1/10/21,"-13,24",EUR,Recibo metlife europe designated activitycompany,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Seguro vida,0020217276577209450p:2203014569 p.net 12.20 con 0.04 clea 0.02 ips 0.98 mes vto 011021 politica privacidad www.metlife.es 900201040
30/09/21,30/09/21,"-548,02",EUR,Prestamos adeudo cuota n.8072699409 30/09/21,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Hipoteca,002001eur2021-09-30-00.08.24.760003 0020000103333083301dv ø
30/09/21,30/09/21,"1.405,73",EUR,Nomina recibida h. principe de asturias,Ing Direct,Cuenta NÓMINA Cotitular Claudia - Compra Casa,Cuenta,Ingreso,Nómina,Paga: actual mas atrasos
30/09/21,30/09/21,"-1.003,60",EUR,Recibo wizink bank s.a.u.,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Tarjeta crédito,Pago mensual tarjeta 5267xxxxxxxx3740 liquidacion al dia : 27.09.2021
30/09/21,30/09/21,"9.134,54",EUR,Transferencia recibida,Ing Direct,Cuenta NÓMINA Cotitular Claudia - Compra Casa,Cuenta,Ingreso,Transferencias,Resto venta vivienda c/estonia-meco
30/09/21,30/09/21,"-153.448,01",EUR,Prestamos amortización anticipada n.8072699409,Sabadell,CUENTA EXPANSIÓN,Cuenta,No computable,Traspasos y transferencias,0001034122010 pago hipoteca
30/09/21,30/09/21,"153.448,01",EUR,Transferencia target2 de ramos alvarez miguel angel,Sabadell,CUENTA EXPANSIÓN,Cuenta,No computable,Traspasos y transferencias,091269105044092 venta piso
30/09/21,30/09/21,"50,00",EUR,Abono bizum de isaac luque baltasar,Sabadell,CUENTA EXPANSIÓN,Cuenta,Ingreso,Transferencias,9724_0016 2021-09-30 18:32:44
30/09/21,30/09/21,"-20,00",EUR,Ingreso fondos-planes,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Inversiones,Aportaciones al plan: 4103616046-15-14
30/09/21,,"-25,99",EUR,Dismoda com distrib,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Ropa,Autorizacion
30/09/21,,"1.003,60",EUR,Pago recibo mes anterior,Wizink,WiZink Oro,Tarjeta de crédito,No computable,Tarjeta crédito,
29/09/21,28/09/21,"-4,00",EUR,Bizum miguel angel sanchez ruiz,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Transferencias,9724_0016 2021-09-28 21:28:22
29/09/21,29/09/21,"100,00",EUR,Transferencia recibida de a.e.a.t. devoluciones tributarias aeat apl:abono antic dedu familiares-fng21mod:143inf:familia numerosa gen 08-2021 exp:2021dev14329420311d aeat,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Ingreso,Devolución impuestos,Aeat apl:abono antic dedu familiares-fng21mod:143inf:familia numerosa gen 08-2021 exp:2021dev14329420311d aeat
29/09/21,,"-30,00",EUR,Estacion servicio meco,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Gasolina,
28/09/21,,"-36,39",EUR,Avda union europea,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Supermercado,
27/09/21,27/09/21,"-68,98",EUR,Recibo vodafone,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Internet,Factura: yi21-016260306/
27/09/21,,"-11,95",EUR,Fcia heras ballestero,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Farmacia,Autorizacion
27/09/21,,"-49,90",EUR,Zara alcala cc.alc.magna,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Ropa,Autorizacion
27/09/21,,"-4,99",EUR,Spotifyes p172a87769,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Servicios y productos online,
25/09/21,25/09/21,"4.500,00",EUR,Transferencia recibida de javier hernando plazas becerra nomina septiembre ing,Ing Direct,Cuenta NARANJA,Cuenta,No computable,Traspasos y transferencias,Nomina septiembre ing
25/09/21,25/09/21,"-900,00",EUR,Reintegro efectivo tarjeta bankia 2257 meco es,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Otros vivienda,Bankia 2257 meco es
25/09/21,25/09/21,"-1.000,00",EUR,Reintegro efectivo tarjeta bankia 2257 meco es,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Otros vivienda,Bankia 2257 meco es
25/09/21,,"-8,75",EUR,E.s. bp oyambre,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Gasolina,
25/09/21,,"-31,57",EUR,Carref alcala,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Supermercado,
25/09/21,,"-0,70",EUR,Carref alcala,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Supermercado,
25/09/21,,"-82,70",EUR,Avda union europea,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Supermercado,
24/09/21,24/09/21,"3.795,79",EUR,"Nomina audatex datos espana, s.a.",Sabadell,CUENTA EXPANSIÓN,Cuenta,Ingreso,Nómina,022901 037061468040000 01 p eur 02320137061468040000bkbk0970700094010000034850000
24/09/21,24/09/21,"-15,00",EUR,Intereses y/o comisiones,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Cargos bancarios,
24/09/21,24/09/21,"-4.500,00",EUR,Transferencia a javier plazas,Sabadell,CUENTA EXPANSIÓN,Cuenta,No computable,Traspasos y transferencias,741873293
24/09/21,24/09/21,"-5,77",EUR,Pago de impuestos,Ing Direct,Cuenta NÓMINA Cotitular Claudia - Compra Casa,Cuenta,Gasto,Impuestos,Modelo: 790 tasas presup. estado. autoliquidación
23/09/21,,"-24,00",EUR,Ferreteria gomez,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Hogar,
22/09/21,,"-297,89",EUR,Talleres busmacar,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Mantenimiento vehículo,
21/09/21,,"-0,99",EUR,Kindle svcs*hj3db2vr5,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Librería,
21/09/21,,"-43,74",EUR,Estacion servicio meco,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Gasolina,
21/09/21,,"-21,95",EUR,322-minit cc alcala henar,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Hogar,
20/09/21,20/09/21,"-125,00",EUR,Transferencia emitida a sofia plazas buendia transferencia universidad,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Traspasos y transferencias,Transferencia universidad
20/09/21,,"-5,95",EUR,Avda union europea,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Autorizacion
20/09/21,,"-4,11",EUR,Avda union europea,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Supermercado,
20/09/21,20/09/21,"125,00",EUR,Tran.ot.entidade - tran.ot.entidade,ImaginBank,Antes cta .....2594,Cuenta,Ingreso,Transferencias,6r9k9f436s215
18/09/21,,"-8,85",EUR,Avda union europea,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Autorizacion
18/09/21,,"-123,97",EUR,Avda union europea,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Supermercado,
18/09/21,18/09/21,"28,00",EUR,Por ser tu - por ser tu,ImaginBank,Antes cta .....2594,Cuenta,Ingreso,Transferencias,485720******3677
18/09/21,18/09/21,"-28,00",EUR,Cargo cuota tjta - cargo cuota tjta,ImaginBank,Antes cta .....2594,Cuenta,Gasto,Cargos bancarios,485720******3677
17/09/21,17/09/21,"-67,03",EUR,"Recibo endesa energia, s.a.",Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Gas,Factura de gas pmo101n0994496 contrato 012162262388 de endesa energia sau
17/09/21,,"-2,85",EUR,Grupo ahorramas 1371,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Autorizacion
17/09/21,,"-10,95",EUR,Asia store spain sl,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Hogar,
17/09/21,,"-19,33",EUR,Fcia isabel gonzalez alon,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Farmacia,
17/09/21,,"-17,95",EUR,Ferreteria gomez,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Hogar,
16/09/21,,"-130,00",EUR,Cuota servicio compra facil,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Hotel,
15/09/21,15/09/21,"-30,00",EUR,Transferencia emitida a carmen calleja gest del henares javier plazas comunidad estonia 8 1j,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Cargos bancarios,Javier plazas comunidad estonia 8 1j
14/09/21,14/09/21,"-350,00",EUR,Recibo fundacion colegio alborada,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Estudios,Cobro procedente de la factura 66803
14/09/21,,"-10,00",EUR,Paypal *david.delahorr,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Regalos,
13/09/21,13/09/21,"-99,02",EUR,Recibo residencial los olmedos ( c/ estonia 8 ),Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Comunidad,"Cuota septiembre duplex j 99,02"
13/09/21,,"-13,85",EUR,Ferreteria gomez,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Hogar,Autorizacion
13/09/21,,"-20,55",EUR,Carlin,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Librería,Autorizacion
13/09/21,,"-4,20",EUR,Aranzazu sanz ordax,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Restaurante,Autorizacion
12/09/21,,"-56,46",EUR,Estacion servicio meco,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Autorizacion
11/09/21,,"-31,42",EUR,Avda union europea,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Autorizacion
11/09/21,,"-4,99",EUR,Hpi instant ink spain,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Servicios y productos online,Autorizacion
10/09/21,10/09/21,"-1.244,80",EUR,Recibo asteri nova s.l.,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Alquiler y compra,Recibo la gomera - septiembre (n. 12)
10/09/21,10/09/21,"-962,50",EUR,Recibo asteri nova s.l.,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Alquiler y compra,Recibo mejoras 7
10/09/21,,"-89,52",EUR,Mercadona espartales,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Autorizacion
10/09/21,,"-30,00",EUR,Estacion servicio meco,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Gasolina,Autorizacion
10/09/21,,"-10,94",EUR,Fabletics barcelona,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Ropa,Operacion
9/09/21,9/09/21,"-242,87",EUR,"Recibo volkswagen bank, gmbh s.e.",Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Compra vehículo,"Vcto. 09/09/2021, contrato: 01fi50031252,atencion cliente volkswagen bank : 914279900,el pago de este recibo no implica pagos anteriores."
8/09/21,8/09/21,"-25,00",EUR,Transferencia emitida a sandra martin natalia plazas septiembre,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Deporte,Natalia plazas septiembre
8/09/21,,"-11,10",EUR,Avda union europea,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Autorizacion
8/09/21,,"-8,60",EUR,Mazuelas,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Belleza,Autorizacion
8/09/21,,"-44,31",EUR,Libreria abecedario,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Librería,Autorizacion
7/09/21,7/09/21,"-43,25",EUR,Recibo ayuntamiento de meco,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Ayuntamiento,S.e.p. personas fisicas. plazo 4 de 5 de 2021 exp. 0000011637
7/09/21,,"-167,00",EUR,Protonics service sl,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Electrónica,
6/09/21,6/09/21,"-400,00",EUR,Traspaso periódico emitido nómina,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Traspasos y transferencias,Spo to 2700287602
6/09/21,6/09/21,"400,00",EUR,Traspaso periódico recibido,Ing Direct,Imprevistos,Cuenta,No computable,Traspasos y transferencias,Spo from 1708097649
6/09/21,,"-49,95",EUR,Fabletics,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Ropa,Autorizacion
6/09/21,,"-4,95",EUR,Mercamax,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Autorizacion
5/09/21,5/09/21,"-719,30",EUR,Cargo mensual tarjeta crédito,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Tarjeta crédito,Liq. tarjeta crédito : 0160001
4/09/21,,"-11,00",EUR,Planplanner,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Restaurante,Autorizacion
4/09/21,,"-97,69",EUR,Avda union europea,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Autorizacion
3/09/21,3/09/21,"-136,44",EUR,Cargo cuota de préstamo,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Préstamos,Cargo cuota préstamo 7715027306/14
3/09/21,3/09/21,"-90,23",EUR,Cargo cuota de préstamo,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Préstamos,Cargo cuota préstamo 7712284698/28
3/09/21,,"-7,15",EUR,Avda union europea,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Autorizacion
2/09/21,2/09/21,"-10,00",EUR,Adeudo recibo parroquia ntra. sra. del transito,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Solidaridad,022901 037041498030000 01 p eur 02320137041498030000bsch0576517228010000025742000
2/09/21,2/09/21,"-68,95",EUR,"Recibo endesa energia, s.a.",Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Electricidad,Factura de electricidad pm9101n0960685 contrato 012162261633 de endesa energia sau
2/09/21,2/09/21,"-34,33",EUR,"Recibo banco cooperativo espanol, s.a.",Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Óptica y dentista,Recibo de pr stamo 2038754855 periodo: 01-08-2021 al 01-09-2021.para mayor informaci n consulte a la entidad emisora del recibo.
2/09/21,2/09/21,"-39,19",EUR,"Recibo canal de isabel ii, s.a.",Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Agua,Recibo contrato 238476419 factura del 25/08/21 estonia 008 28880 meco
2/09/21,,"-90,00",EUR,Mecovision,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Óptica y dentista,Autorizacion
2/09/21,,"-2,84",EUR,Kindle svcs*x11mc1oo5,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Librería,
1/09/21,1/09/21,"-26,25",EUR,Seguros adeslas madrid,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Seguro salud,022901 037041045920000 01 p eur 02320137041045920000caix0573931153010000000223000
1/09/21,1/09/21,"0,02",EUR,Intereses a su favor,Ing Direct,Cuenta NARANJA,Cuenta,Ingreso,Rendimientos,
1/09/21,1/09/21,"0,01",EUR,Abono promoción cta. impuestos cero,Ing Direct,Imprevistos,Cuenta,Ingreso,Devolución impuestos,Abono promoción devolución hacienda
1/09/21,1/09/21,"0,03",EUR,Intereses a su favor,Ing Direct,Imprevistos,Cuenta,Ingreso,Rendimientos,
1/09/21,1/09/21,"-93,00",EUR,Recibo sindicato auxiliares enfermeria,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Asociaciones,Cuota s.a.e. periodo sep/21ago/22
1/09/21,1/09/21,"-77,89",EUR,Recibo servicios financieros carrefour efc sa,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Electrónica,Financie-septiemb
1/09/21,1/09/21,"-13,24",EUR,Recibo metlife europe designated activitycompany,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Seguro vida,0020217269476212372p:2203014569 p.net 12.20 con 0.04 clea 0.02 ips 0.98 mes vto 010921 politica privacidad www.metlife.es 900201040
1/09/21,1/09/21,"-7,75",EUR,Recibo telefonica moviles espana,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Móvil,Factura tuenti
1/09/21,1/09/21,"-6,75",EUR,Recibo telefonica moviles espana,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Móvil,Factura tuenti
1/09/21,1/09/21,"-5,95",EUR,Recibo telefonica moviles espana,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Móvil,Factura tuenti
31/08/21,31/08/21,"-548,02",EUR,Prestamos adeudo cuota n.8072699409 31/08/21,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Hipoteca,002001eur2021-08-31-00.09.11.700003 0020000103214810101dv ø
31/08/21,31/08/21,"1.404,01",EUR,Nomina recibida h. principe de asturias,Ing Direct,Cuenta NÓMINA Cotitular Claudia - Compra Casa,Cuenta,Ingreso,Nómina,Paga: actual mas atrasos
31/08/21,31/08/21,"-863,50",EUR,Recibo wizink bank s.a.u.,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Tarjeta crédito,Pago mensual tarjeta 5267xxxxxxxx3740 liquidacion al dia : 26.08.2021
31/08/21,31/08/21,"8,00",EUR,Abono bizum de sara ramos pastor,Sabadell,CUENTA EXPANSIÓN,Cuenta,Ingreso,Transferencias,9724_0016 2021-08-31 18:44:05
31/08/21,31/08/21,"8,03",EUR,Abono bizum de cristina garrido gome,Sabadell,CUENTA EXPANSIÓN,Cuenta,Ingreso,Transferencias,9724_0016 2021-08-31 17:33:12
31/08/21,31/08/21,"-20,00",EUR,Ingreso fondos-planes,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Inversiones,Aportaciones al plan: 4103616046-15-13
31/08/21,,"-13,05",EUR,Fcia. garcia alonso,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Farmacia,Autorizacion
31/08/21,,"-10,64",EUR,Avda union europea,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Autorizacion
31/08/21,,"863,50",EUR,Pago recibo mes anterior,Wizink,WiZink Oro,Tarjeta de crédito,No computable,Tarjeta crédito,
31/08/21,,"-59,50",EUR,Estacion servicio meco,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Gasolina,
30/08/21,30/08/21,"6,30",EUR,Abono bizum de ana julissa sandoval amore,Sabadell,CUENTA EXPANSIÓN,Cuenta,Ingreso,Transferencias,9724_0016 2021-08-30 12:44:04
30/08/21,30/08/21,"8,03",EUR,Abono bizum de miguel romero rada,Sabadell,CUENTA EXPANSIÓN,Cuenta,Ingreso,Transferencias,9724_0016 2021-08-30 07:32:55
29/08/21,,"-31,00",EUR,Estacion servicio meco,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Gasolina,
28/08/21,,"-4,05",EUR,Mercamax,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Autorizacion
28/08/21,,"-18,25",EUR,Avda union europea,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Supermercado,
27/08/21,27/08/21,"-2,00",EUR,Bizum maria amparo serna rodrigu,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Otros gastos,9724_0016 2021-08-26 21:15:36
27/08/21,27/08/21,"-20,00",EUR,Bizum manuela monsalvo lucas,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Transferencias,9724_0016 2021-08-27 19:30:11
27/08/21,,"-35,00",EUR,Detailcar alcala magna,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Mantenimiento vehículo,Autorizacion
27/08/21,,"-4,99",EUR,Spotifyes p16a402913,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Servicios y productos online,
27/08/21,,"-84,13",EUR,Avda union europea,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Supermercado,
26/08/21,26/08/21,"-69,62",EUR,Recibo vodafone,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Internet,Factura: yi21-014445381/
26/08/21,,"-83,00",EUR,Despenalagua,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Restaurante,
26/08/21,,"-2,35",EUR,Atpseitt guadalaja->meco,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Parking y peaje,
25/08/21,25/08/21,"6.500,00",EUR,Transferencia recibida de javier hernando plazas becerra ing nomina agosto 2021,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Traspasos y transferencias,Ing nomina agosto 2021
25/08/21,25/08/21,"100,00",EUR,Transferencia recibida de a.e.a.t. devoluciones tributarias aeat apl:abono antic dedu familiares-fng21mod:143inf:familia numerosa gen 07-2021 exp:2021dev14329420269s aeat,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Ingreso,Devolución impuestos,Aeat apl:abono antic dedu familiares-fng21mod:143inf:familia numerosa gen 07-2021 exp:2021dev14329420269s aeat
25/08/21,,"-134,30",EUR,"Costco wholesale spain, s",Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Supermercado,
25/08/21,,"-32,97",EUR,"Costco wholesale spain, s",Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Supermercado,
25/08/21,,"-36,30",EUR,"Costco wholesale spain, s",Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Supermercado,
25/08/21,,"-23,07",EUR,Costco gasolinera getafe,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Gasolina,
24/08/21,24/08/21,"3.795,79",EUR,"Nomina audatex datos espana, s.a.",Sabadell,CUENTA EXPANSIÓN,Cuenta,Ingreso,Nómina,022901 037031209820000 01 p eur 02320137031209820000bkbk0970700094010000030878000
24/08/21,24/08/21,"-6.500,00",EUR,Transferencia a javier hernando plazas becerra,Sabadell,CUENTA EXPANSIÓN,Cuenta,No computable,Traspasos y transferencias,735738242
21/08/21,,"-35,00",EUR,Estacion servicio meco,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Gasolina,Autorizacion
21/08/21,,"-41,70",EUR,Carref alcala,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Supermercado,
21/08/21,,"-5,86",EUR,Carref alcala,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Supermercado,
21/08/21,,"-22,87",EUR,Avda union europea,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Supermercado,
20/08/21,20/08/21,"-1,30",EUR,Bizum almudena de las heras more,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Transferencias,9724_0016 2021-08-19 21:56:35
19/08/21,,"-33,30",EUR,Avda union europea,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Autorizacion
19/08/21,,"-46,00",EUR,Parque warner - tpv virtu,Wizink,WiZink Oro,Tarjeta de crédito,Gasto,Otros ocio,
