Fecha valor,Fecha de operación,Importe,Moneda,Concepto,Entidad,Nombre de producto,Tipo de producto,Tipo de movimiento,Categoría,Nota
22/8/25,22/8/25,"4.212,96",EUR,Nomina audatex datos espana s.a.,Kutxabank,Cuenta corriente,Cuenta,Ingreso,Nómina,
22/8/25,,"-24,55",EUR,Compra en avda union europea,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
21/8/25,,"-7,59",EUR,Compra en avda union europea,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
21/8/25,,"-5,20",EUR,Compra en avda union europea,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
21/8/25,,"-16,75",EUR,Fcia gonzalez alonso alameda es compra,Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Farmacia,
21/8/25,,"-0,92",EUR,Grupo ahorramas 1371 meco es compra,Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Supermercado,
21/8/25,,"-32,89",EUR,Compra en amazon,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Hogar,
21/8/25,,"13,99",EUR,Abono en cuenta amzn mktp es,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Electrónica,
19/8/25,19/8/25,"-6,99",EUR,Recibo paypal europe s.a,Kutxabank,Cuenta corriente,Cuenta,Gasto,Televisión,
19/8/25,19/8/25,"-31,73",EUR,Recibo serviat s.l.,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Mantenimiento hogar,
19/8/25,19/8/25,"-29,05",EUR,Recibo serviat s.l.,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Mantenimiento hogar,
19/8/25,19/8/25,"-65,00",EUR,Envio bizum peluqueria,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Belleza,
19/8/25,,"-17,99",EUR,Compra en www.amazon.es,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Electrónica,
19/8/25,19/8/25,"4,00",EUR,Bizum recibido de natalia plazas buendia,ING,Cuenta NÓMINA,Cuenta,Gasto,Electrónica,
18/8/25,18/8/25,"-33,32",EUR,"Recibo naturgy clientes,",Kutxabank,Cuenta corriente,Cuenta,Gasto,Electricidad,
18/8/25,,"-15,90",EUR,Compra en vips alcala magna,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
18/8/25,,"-13,99",EUR,Compra en amzn mktp es,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Electrónica,
18/8/25,18/8/25,"14,00",EUR,Bizum recibido de natalia plazas buendia,ING,Cuenta NÓMINA,Cuenta,Gasto,Electrónica,
18/8/25,,"-12,38",EUR,Compra en amazon.es,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Hogar,
17/8/25,,"-32,89",EUR,Compra en amzn mktp es,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Electrónica,
17/8/25,,"-5,00",EUR,Compra en f.a.e.,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Estudios,
15/8/25,,"-5,96",EUR,Compra en amzn mktp es,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Otras compras,
15/8/25,,"-7,82",EUR,Compra en cofidis amazon,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Hogar,
15/8/25,,"-9,48",EUR,Autopistas terrassa manre,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
14/8/25,,"-9,50",EUR,Compra en bar 33,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
14/8/25,,"-15,50",EUR,Compra en farmacia carmen gomez,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Farmacia,
13/8/25,,"-8,32",EUR,Avda union europea meco es compra,Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Supermercado,
13/8/25,,"-26,55",EUR,Cargo en cuenta saba cadaqués/,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
12/8/25,,"-12,00",EUR,Compra en maria rosa arias lopez,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Regalos,
12/8/25,,"-6,00",EUR,Compra en javier lopez villamayor,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Regalos,
12/8/25,,"-31,00",EUR,Compra en anna oliver,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Regalos,
12/8/25,,"-18,00",EUR,Compra en sumup *javi ropa y compl,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
12/8/25,12/8/25,"-5,49",EUR,Recibo paypal europe s.a,Kutxabank,Cuenta corriente,Cuenta,Gasto,Servicios y productos online,
12/8/25,12/8/25,"-50,00",EUR,Envio bizum envio de dinero con bizum,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Transferencias,
12/8/25,,"-35,31",EUR,Compra en hipermercat esclat h41p,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
12/8/25,,"-10,00",EUR,Compra en teresa casamiquela,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Regalos,
12/8/25,,"-15,00",EUR,Compra en anna oliver,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Regalos,
12/8/25,,"-14,00",EUR,Compra en masnou.a,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Regalos,
11/8/25,,"-4,00",EUR,Compra en ceramica planasmarques,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Hogar,
11/8/25,,"-2,90",EUR,Compra en zblava peratallada pq,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
11/8/25,,"-2,00",EUR,Compra en ora ayto pals,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
10/8/25,,"-61,26",EUR,Compra en esclatoil palamos,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Gasolina,
10/8/25,,"-25,79",EUR,Compra en dia 31151,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
9/8/25,,"-16,70",EUR,Autoroute du sud,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
9/8/25,,"-6,50",EUR,Parking cite 2318666,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
9/8/25,,"-14,90",EUR,Compra en gangi,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Regalos,
9/8/25,,"-49,50",EUR,Compra en centre des monuments nati,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Otros ocio,
9/8/25,,"-56,70",EUR,Compra en le petit puits,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
9/8/25,,"-15,00",EUR,Compra en t u h,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Regalos,
9/8/25,,"-6,00",EUR,Compra en la boutik,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Regalos,
9/8/25,,"-23,00",EUR,Compra en sas 77,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Regalos,
8/8/25,,"-25,00",EUR,Compra en ab cite,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Regalos,
8/8/25,,"-31,33",EUR,Avda union europea meco es compra,Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Supermercado,
8/8/25,8/8/25,"-20,00",EUR,Recibo diocesis de madri,Kutxabank,Cuenta corriente,Cuenta,Gasto,Solidaridad,
8/8/25,,"-10,50",EUR,Parking cite 2318666,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
8/8/25,,"-10,00",EUR,Compra en dame jeanne,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
8/8/25,,"-23,29",EUR,Compra en gangi,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
8/8/25,,"-39,00",EUR,Compra en office,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Otros ocio,
8/8/25,,"-120,30",EUR,Compra en audotel,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Hotel,
8/8/25,,"-29,97",EUR,Compra en spinach mfco carcass,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Regalos,
8/8/25,,"-11,75",EUR,Compra en city raisin,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
7/8/25,,"-6,00",EUR,Compra en smtc tisseo,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Transportes,
7/8/25,,"-45,00",EUR,Compra en iris,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
7/8/25,,"-5,35",EUR,Compra en sarl ardudis,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
7/8/25,,"-14,30",EUR,Compra en mc do compans,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
7/8/25,,"-4,32",EUR,Compra en ibis budget,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Hotel,
7/8/25,,"-47,70",EUR,Compra en aeroscopia,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Otros ocio,
7/8/25,,"-45,00",EUR,Compra en manatour,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
7/8/25,,"-22,20",EUR,Autoroute du sud,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
6/8/25,6/8/25,"-51,00",EUR,Recibo securitas direct,Kutxabank,Cuenta corriente,Cuenta,Gasto,Alarmas y seguridad,
6/8/25,6/8/25,"-30,00",EUR,Traspaso a 912188683,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,No computable,Traspasos y transferencias,
6/8/25,6/8/25,"30,00",EUR,Cuota,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
6/8/25,,"-9,92",EUR,Compra en olvimaco,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
6/8/25,,"-56,74",EUR,Compra en total,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Gasolina,
6/8/25,,"-4,40",EUR,Compra en parking cite du vin,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
6/8/25,,"-50,00",EUR,Compra en bassins des lumieres sas,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Otros ocio,
5/8/25,5/8/25,"7,50",EUR,Traspaso recibido de javier hernando plazas becerra,ING,Cuenta NARANJA,Cuenta,No computable,Traspasos y transferencias,
5/8/25,5/8/25,"-144,59",EUR,Cargo mensual tarjeta crédito,ING,Cuenta NÓMINA,Cuenta,No computable,Tarjeta crédito,
5/8/25,5/8/25,"-7,50",EUR,Traspaso emitido a javier hernando plazas becerra,ING,Cuenta NÓMINA,Cuenta,No computable,Traspasos y transferencias,
5/8/25,5/8/25,"-26,25",EUR,Recibo adeslas madrid,ING,Cuenta NÓMINA,Cuenta,Gasto,Seguro salud,
5/8/25,5/8/25,"-69,80",EUR,Recibo banco cetelem,Kutxabank,Cuenta corriente,Cuenta,Gasto,Hogar,
5/8/25,,"-74,55",EUR,Compra en paypal *booking booking.c,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Hotel,
5/8/25,,"-5,55",EUR,Avda union europea meco es compra,Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Supermercado,
5/8/25,,"-12,00",EUR,Compra en sarl color,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
5/8/25,,"-59,40",EUR,Compra en sas almar,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
5/8/25,5/8/25,"13,46",EUR,Desc.comercial seg.vida,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Seguro vida,
5/8/25,5/8/25,"13,46",EUR,Desc.comercial seg.vida,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Seguro vida,
5/8/25,5/8/25,"-67,28",EUR,Kutxabank seg. vida,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Seguro vida,
5/8/25,5/8/25,"-67,28",EUR,Kutxabank seg. vida,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Seguro vida,
4/8/25,4/8/25,"-895,77",EUR,Cuota ptmo 853127317-6,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Hipoteca,
4/8/25,4/8/25,"-55,39",EUR,Recibo soyou bankia,Kutxabank,Cuenta corriente,Cuenta,Gasto,Hogar,
4/8/25,4/8/25,"-419,78",EUR,"Recibo volkswagen bank,",Kutxabank,Cuenta corriente,Cuenta,Gasto,Compra vehículo,
4/8/25,4/8/25,"-20,39",EUR,Recibo servilease sa,Kutxabank,Cuenta corriente,Cuenta,Gasto,Mantenimiento vehículo,
4/8/25,,"-5,64",EUR,Compra en pago comunidad de madrid,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Estudios,
4/8/25,,"-12,00",EUR,Compra en ets galhaud,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
4/8/25,,"-24,90",EUR,Compra en le bouchon,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
4/8/25,,"-5,00",EUR,Compra en commune de saint emilion,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
4/8/25,,"-69,59",EUR,Compra en olvimaco,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
3/8/25,,"-5,70",EUR,Compra en tbm-vente ligne,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Transportes,
3/8/25,,"-35,77",EUR,Compra en gruetdis,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
3/8/25,,"-15,00",EUR,Compra en napoleon,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
3/8/25,,"-16,35",EUR,Compra en mc donald s sc,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
3/8/25,,"-3,69",EUR,Compra en carrefour city,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
3/8/25,,"-5,70",EUR,Compra en tbm-vente ligne,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Transportes,
3/8/25,3/8/25,"-352,28",EUR,Cargo cuota de préstamo,ING,Cuenta NÓMINA,Cuenta,Gasto,Préstamos,
2/8/25,,"-44,21",EUR,Pago en irun madrid,ING,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,
2/8/25,,"-6,90",EUR,Avda union europea meco es compra,Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Supermercado,
2/8/25,,"-21,99",EUR,Compra en jitel,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
2/8/25,,"-4,40",EUR,Atlandes,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
2/8/25,,"-4,40",EUR,Atlandes,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
2/8/25,,"-4,30",EUR,Autoroute du sud,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
2/8/25,,"-2,80",EUR,Autoroute du sud,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
2/8/25,,"-76,70",EUR,Compra en mercadona fuente del rey,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
2/8/25,,"-1,90",EUR,Autoroute du sud,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
2/8/25,,"-4,00",EUR,Compra en alojamientos turisticos o,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
2/8/25,,"-4,10",EUR,Compra en jitel,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
2/8/25,,"1,33",EUR,Abono por campaña abono shopping naranja:galp,ING,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,
2/8/25,,"-2,60",EUR,Sarasa n /ap15 navarra,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
2/8/25,,"-4,40",EUR,Tiebas n /ap15 navarra,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
2/8/25,,"-1,14",EUR,- irun venta/bidegi a-8 gipu,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
2/8/25,,"-2,18",EUR,- irun m/o /bidegi a-8 gipu,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
1/8/25,30/7/25,"-353,00",EUR,Envio bizum universidad,Kutxabank,Cuenta corriente,Cuenta,Gasto,Estudios,
1/8/25,1/8/25,"-20,00",EUR,Op.net zorrococina nata,Kutxabank,Cuenta corriente,Cuenta,Gasto,Pensión familiar,
1/8/25,1/8/25,"-20,00",EUR,Op.net zorrococina luly,Kutxabank,Cuenta corriente,Cuenta,Gasto,Pensión familiar,
1/8/25,1/8/25,"-20,00",EUR,Op.net zorrococina sofi,Kutxabank,Cuenta corriente,Cuenta,Gasto,Pensión familiar,
1/8/25,,"-396,54",EUR,Compra en mutua madrile.a motor,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Seguro auto,
1/8/25,1/8/25,"0,06",EUR,Intereses a tu favor,ING,Cuenta NARANJA,Cuenta,Ingreso,Rendimientos,
1/8/25,1/8/25,"-869,73",EUR,Tarj.crdto 1605,Kutxabank,Cuenta corriente,Cuenta,No computable,Tarjeta crédito,
1/8/25,1/8/25,"-30,00",EUR,Traspaso a 912188677,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
1/8/25,1/8/25,"-14,85",EUR,Tarj.crdto 6044770042770100,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,No computable,Tarjeta crédito,
1/8/25,1/8/25,"-455,92",EUR,Tarj.crdto 1608,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,No computable,Tarjeta crédito,
1/8/25,1/8/25,"30,00",EUR,Cuota,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
1/8/25,,"-31,20",EUR,Compra en palacio castillo olite,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Otros ocio,
1/8/25,,"-158,00",EUR,Compra en alojamientos turisticos o,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Hotel,
1/8/25,,"-19,65",EUR,Compra en avda union europea,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
1/8/25,,"869,73",EUR,Pago recibo 4921074041271605,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,No computable,Tarjeta crédito,
1/8/25,,"455,92",EUR,Pago recibo 4921074071191608,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,No computable,Tarjeta crédito,
1/8/25,,"14,85",EUR,Pago recibo 6044770042770100,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,No computable,Tarjeta crédito,
1/8/25,,"-15,50",EUR,Compra en hnos.lezaun mugica,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
31/7/25,31/7/25,"-1.000,00",EUR,Op.net,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
31/7/25,31/7/25,"-1.000,00",EUR,Op.net,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
31/7/25,31/7/25,"2.800,00",EUR,Transf. javier hernando plazas be,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
31/7/25,31/7/25,"-66,29",EUR,Recibo financ.carrefour,Kutxabank,Cuenta corriente,Cuenta,No computable,Tarjeta crédito,
31/7/25,31/7/25,"-269,56",EUR,Recibo wizink bank,Kutxabank,Cuenta corriente,Cuenta,No computable,Tarjeta crédito,
31/7/25,31/7/25,"1.000,00",EUR,Op.net,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
31/7/25,31/7/25,"1.000,00",EUR,Op.net,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
31/7/25,,"-48,08",EUR,Compra en us 24 plenoil meco i,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Gasolina,
31/7/25,31/7/25,"-2.800,00",EUR,Transferencia emitida a javier hernando plazas becerra movimiento ing,ING,Cuenta NÓMINA,Cuenta,No computable,Traspasos y transferencias,
31/7/25,,"2,10",EUR,Abono por campaña abono shopping naranja:galp,ING,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,
31/7/25,,"-70,02",EUR,Pago en alcal henares - c/villam madrid,ING,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,
30/7/25,30/7/25,"700,00",EUR,Transferencia recibida de javier hernando plazas becerra op.net orden permanente,ING,Cuenta NÓMINA,Cuenta,No computable,Traspasos y transferencias,
30/7/25,30/7/25,"-7,87",EUR,Recibo digi spain teleco,Kutxabank,Cuenta corriente,Cuenta,Gasto,Móvil,
30/7/25,30/7/25,"1.257,21",EUR,Nomina comunidad de madrid,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Ingreso,Nómina,
30/7/25,30/7/25,"-38,81",EUR,Recibo digi spain teleco,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Móvil,
30/7/25,,"-13,97",EUR,Compra en amazon,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Otras compras,
30/7/25,,"-8,10",EUR,Compra en mercadona cc alcala magna,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
30/7/25,,"-42,96",EUR,Compra en lefties,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
30/7/25,,"-5,99",EUR,Compra en stradivarius,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
30/7/25,,"-24,20",EUR,Compra en normal alacl. d,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
30/7/25,30/7/25,"14,00",EUR,Bizum recibido de natalia plazas buendia,ING,Cuenta NÓMINA,Cuenta,Ingreso,Transferencias,
30/7/25,30/7/25,"500,00",EUR,Bizum recibido de natalia plazas buendia,ING,Cuenta NÓMINA,Cuenta,Ingreso,Transferencias,
29/7/25,29/7/25,"-10,99",EUR,Recibo paypal europe s.a,Kutxabank,Cuenta corriente,Cuenta,Gasto,Servicios y productos online,
29/7/25,29/7/25,"-700,00",EUR,Op.net orden permanente,Kutxabank,Cuenta corriente,Cuenta,No computable,Traspasos y transferencias,
29/7/25,,"-5,98",EUR,Compra en amzn mktp es,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Otras compras,
29/7/25,,"-1,31",EUR,Compra en ilunion retail y comercia,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
29/7/25,,"-1,44",EUR,Compra en l0ka84 hospital ppe astur,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
29/7/25,,"-8,39",EUR,Pago en alcal henares - c/villam madrid,ING,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,
29/7/25,,"0,25",EUR,Abono por campaña abono shopping naranja:galp,ING,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,
27/7/25,,"-9,99",EUR,Compra en lefties,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Ropa,
26/7/25,,"-2,76",EUR,Compra en l0ka84 hospital ppe astur,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
25/7/25,,"-1,80",EUR,Compra en l0ka84 hospital ppe astur,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
25/7/25,,"-2,70",EUR,Compra en l0ka84 hospital ppe astur,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Restaurante,
25/7/25,25/7/25,"-184,72",EUR,Transf. 0081,Kutxabank,Cuenta corriente,Cuenta,Gasto,Hogar,
25/7/25,25/7/25,"-4,50",EUR,Envio bizum tomates,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Supermercado,
24/7/25,24/7/25,"4.215,00",EUR,Nomina audatex datos espana s.a.,Kutxabank,Cuenta corriente,Cuenta,Ingreso,Nómina,
24/7/25,24/7/25,"-10,00",EUR,Envio bizum pizza,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Supermercado,
22/7/25,22/7/25,"-20,39",EUR,"Recibo naturgy clientes,",Kutxabank,Cuenta corriente,Cuenta,Gasto,Electricidad,
22/7/25,,"-10,02",EUR,Compra en mercadona cc alcala magna,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
22/7/25,,"-4,35",EUR,Compra en bkt-mad-park-o-ca,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
22/7/25,,"-6,31",EUR,Compra en fcia gonzalez alonso,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Farmacia,
22/7/25,,"-12,25",EUR,Compra en avda union europea,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Supermercado,
22/7/25,,"-0,55",EUR,Atpseitt alcobenda->alco,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
22/7/25,,"-0,85",EUR,Atpseitt alcala->m-50n,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
21/7/25,21/7/25,"-29,05",EUR,Recibo serviat s.l.,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Mantenimiento hogar,
21/7/25,21/7/25,"-31,73",EUR,Recibo serviat s.l.,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Mantenimiento hogar,
21/7/25,,"-10,54",EUR,Laserum azuqueca azuqueca de hes compra,Carrefour Pass,Tarjeta Carrefour Pass Classic,Tarjeta de crédito,Gasto,Belleza,
21/7/25,21/7/25,"-5,00",EUR,Envio bizum jodona,Kutxabank,Cuenta OK Plus - Nomina Claudia,Cuenta,Gasto,Transferencias,
21/7/25,,"-0,55",EUR,Atpseitt alcobenda->alco,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
21/7/25,,"-1,75",EUR,Atpseitt meco->m-50n,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Parking y peaje,
19/7/25,,"-12,40",EUR,Compra en amazon.es,Kutxabank,Tarjeta de crédito,Tarjeta de crédito,Gasto,Hogar,
18/7/25,18/7/25,"100,00",EUR,"Transferencia recibida de devoluciones tributarias, agencia estatal de administracion tributaria aeat apl:abono antic dedu familiares-fng25mod:143inf:familia numerosa gen 06-2025 exp:2025dev14329420199c aeat",ING,Cuenta NÓMINA,Cuenta,Ingreso,Devolución impuestos,
18/7/25,18/7/25,"-6,99",EUR,Recibo paypal europe s.a,Kutxabank,Cuenta corriente,Cuenta,Gasto,Servicios y productos online,
